,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,ZOI_drug,ZOI_drug_NP,MDR_check,NP_Synthesis_Chem,NP_Synthesis_Green,NP_Synthesis_Bio,gram,"min_Incub_period, h",biosafety_level,MolLogP,fr_lactam,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Neisseria mucosa,d_to_Candida albicans
0,30.0,100.0,5.0,30.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,240.0,1.0,0.10620000000000603,0.0,0.0,0.0,14.0,18.0
1,10.0,100.0,5.0,30.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,240.0,1.0,-3.327499999999995,0.0,0.0,0.0,14.0,18.0
2,500.0,30.000000000000004,8.0,20.0,1.0,12.0,15.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-1.2991999999999955,1.0,2.0,12.0,14.0,18.0
3,500.0,30.000000000000004,8.0,20.0,1.0,22.0,50.00000000000001,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.31810000000000016,1.0,0.0,14.0,0.0,18.0
4,500.0,30.000000000000004,8.0,20.0,1.0,46.0,48.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.469899999999997,1.0,0.0,14.0,0.0,18.0
5,500.0,30.000000000000004,8.0,20.0,1.0,48.0,48.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.3736999999999991,1.0,0.0,14.0,0.0,18.0
6,500.0,30.000000000000004,8.0,20.0,1.0,47.0,47.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,14.0,0.0,18.0
7,500.0,30.000000000000004,8.0,20.0,1.0,44.0,44.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,0.0,18.0
8,500.0,30.000000000000004,8.0,20.0,1.0,30.0,42.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,0.0,18.0
9,15.0,42.5,14.449999999999998,15.55,0.0,27.999999999999996,41.00000000000001,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,1.900700000000005,0.0,0.0,14.0,10.0,18.0
10,30.0,42.33,14.449999999999998,15.55,0.0,27.0,40.00000000000001,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
11,15.0,42.15,14.449999999999998,15.55,0.0,27.0,40.00000000000001,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.900700000000005,0.0,0.0,12.0,14.0,18.0
12,30.0,42.24,14.449999999999998,15.55,0.0,32.0,40.00000000000001,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-1.2435999999999965,0.0,0.0,12.0,14.0,18.0
13,500.0,30.000000000000004,8.0,20.0,1.0,40.0,40.00000000000001,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.023700000000000557,1.0,0.0,14.0,0.0,18.0
14,500.0,30.000000000000004,8.0,20.0,1.0,40.0,40.00000000000001,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,0.0,18.0
15,500.0,30.000000000000004,8.0,20.0,1.0,30.0,39.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-0.21439999999999926,0.0,0.0,12.0,14.0,18.0
16,10.0,100.0,5.0,30.0,0.0,23.0,38.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.5833000000000002,0.0,1.0,12.0,14.0,18.0
17,20.0,42.2,14.449999999999998,15.55,0.0,24.999999999999996,38.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.31810000000000016,1.0,0.0,12.0,14.0,18.0
18,500.0,30.000000000000004,8.0,20.0,1.0,34.0,38.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,0.0,18.0
19,30.0,42.11,14.449999999999998,15.55,0.0,0.0,37.0,1.0,0.0,0.0,1.0,-1.0,48.0,2.0,-0.5359999999999981,1.0,1.0,14.0,10.0,18.0
20,500.0,30.000000000000004,8.0,20.0,1.0,26.0,37.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-8.161100000000008,0.0,0.0,12.0,14.0,18.0
21,2.0,10.0,5.0,32.0,0.0,37.0,37.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,2.6236200000000003,0.0,2.0,14.0,10.0,18.0
22,1.0,42.27,14.449999999999998,15.55,0.0,0.0,36.0,1.0,0.0,0.0,1.0,-1.0,12.0,2.0,1.8953200000000003,1.0,1.0,14.0,10.0,18.0
23,30.0,42.13,14.449999999999998,15.55,0.0,27.0,36.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
24,10.0,10.0,5.0,40.0,0.0,29.0,36.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
25,10.0,10.0,5.0,40.0,0.0,29.0,36.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
26,2.0,10.0,5.0,32.0,0.0,36.0,36.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,2.6236200000000003,0.0,2.0,12.0,14.0,18.0
27,30.0,42.34,14.449999999999998,15.55,0.0,20.0,35.00000000000001,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,-1.2435999999999965,0.0,0.0,14.0,10.0,18.0
28,10.0,100.0,5.0,30.0,0.0,22.0,35.00000000000001,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,1.5833000000000002,0.0,1.0,14.0,10.0,18.0
29,40.0,42.8,14.449999999999998,15.55,0.0,0.0,34.00000000000001,1.0,0.0,0.0,1.0,-1.0,48.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
30,50.0,42.32,14.449999999999998,15.55,0.0,0.0,34.00000000000001,1.0,0.0,0.0,1.0,-1.0,12.0,2.0,-0.09110000000000038,0.0,0.0,14.0,10.0,18.0
31,500.0,30.000000000000004,8.0,20.0,1.0,20.0,34.00000000000001,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.31810000000000016,1.0,0.0,12.0,14.0,18.0
32,30.0,42.23,14.449999999999998,15.55,0.0,29.0,34.00000000000001,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.909,0.0,0.0,12.0,14.0,18.0
33,500.0,30.000000000000004,8.0,20.0,1.0,34.0,34.00000000000001,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.172299999999999,0.0,0.0,14.0,0.0,18.0
34,500.0,30.000000000000004,8.0,20.0,1.0,34.0,34.00000000000001,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.3736999999999991,1.0,0.0,12.0,14.0,18.0
35,50.0,42.12,14.449999999999998,15.55,0.0,0.0,32.0,1.0,0.0,0.0,1.0,-1.0,48.0,2.0,-0.09110000000000038,0.0,0.0,14.0,10.0,18.0
36,15.0,42.25,14.449999999999998,15.55,0.0,20.0,32.0,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,1.900700000000005,0.0,0.0,14.0,10.0,18.0
37,500.0,30.000000000000004,8.0,20.0,1.0,24.0,32.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.909,0.0,0.0,12.0,14.0,18.0
38,500.0,30.000000000000004,8.0,20.0,1.0,24.0,32.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.161100000000008,0.0,0.0,14.0,10.0,18.0
39,20.0,42.1,14.449999999999998,15.55,0.0,30.0,32.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
40,500.0,30.000000000000004,8.0,20.0,1.0,32.0,32.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.2991999999999955,1.0,2.0,14.0,0.0,18.0
41,500.0,30.000000000000004,8.0,20.0,1.0,32.0,32.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.909,0.0,0.0,14.0,0.0,18.0
42,500.0,30.000000000000004,8.0,20.0,1.0,8.0,30.999999999999996,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.07350000000000063,0.0,1.0,14.0,0.0,18.0
43,10.0,10.0,5.0,40.0,0.0,24.0,30.999999999999996,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
44,10.0,10.0,5.0,40.0,0.0,24.0,30.999999999999996,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
45,500.0,30.000000000000004,8.0,20.0,1.0,30.0,30.000000000000007,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-4.953199999999996,1.0,1.0,14.0,0.0,18.0
46,500.0,30.000000000000004,8.0,20.0,1.0,30.0,30.000000000000007,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
47,500.0,30.000000000000004,8.0,20.0,1.0,30.0,30.000000000000007,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
48,500.0,30.000000000000004,8.0,20.0,1.0,30.0,30.000000000000007,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-8.161100000000008,0.0,0.0,14.0,10.0,18.0
49,10.0,100.0,5.0,30.0,0.0,27.999999999999996,29.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.5833000000000002,0.0,1.0,12.0,14.0,18.0
50,500.0,30.000000000000004,8.0,20.0,1.0,29.0,29.000000000000004,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
51,5.0,10.0,5.0,32.0,0.0,29.0,29.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-0.5447999999999998,1.0,1.0,12.0,14.0,18.0
52,10.0,42.26,14.449999999999998,15.55,0.0,17.0,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
53,40.0,42.28,14.449999999999998,15.55,0.0,21.0,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
54,10.0,10.0,5.0,40.0,0.0,22.0,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
55,10.0,10.000005675069305,5.0,40.0,0.0,22.0,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
56,10.0,42.16,14.449999999999998,15.55,0.0,27.0,28.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
57,500.0,30.000000000000004,8.0,20.0,1.0,27.999999999999996,28.000000000000004,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
58,500.0,30.000000000000004,8.0,20.0,1.0,27.999999999999996,28.000000000000004,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.161100000000008,0.0,0.0,14.0,0.0,18.0
59,100.0,10.0,5.0,32.0,0.0,27.999999999999996,28.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.4865,1.0,0.0,12.0,14.0,18.0
60,5.0,10.0,5.0,32.0,0.0,27.999999999999996,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-0.5447999999999998,1.0,1.0,14.0,10.0,18.0
61,10.0,42.6,14.449999999999998,15.55,0.0,30.999999999999996,28.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
62,500.0,30.000000000000004,8.0,20.0,1.0,20.0,27.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
63,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,27.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,1.785600000000004,0.0,0.0,14.0,0.0,18.0
64,500.0,30.000000000000004,8.0,20.0,1.0,27.0,27.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
65,500.0,30.000000000000004,8.0,20.0,1.0,27.0,27.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
66,500.0,30.000000000000004,8.0,20.0,1.0,27.0,27.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
67,30.0,10.0,5.0,32.0,0.0,27.0,27.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
68,500.0,30.000000000000004,8.0,20.0,1.0,20.0,26.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.424200000000015,0.0,0.0,14.0,0.0,18.0
69,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,26.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,1.2576000000000005,0.0,1.0,14.0,0.0,18.0
70,500.0,30.000000000000004,8.0,20.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
71,500.0,30.000000000000004,8.0,20.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
72,500.0,30.000000000000004,8.0,20.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-7.2914000000000065,0.0,0.0,14.0,0.0,18.0
73,500.0,30.000000000000004,8.0,20.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
74,500.0,30.000000000000004,8.0,20.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
75,100.0,10.0,5.0,32.0,0.0,26.0,26.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,0.4865,1.0,0.0,14.0,10.0,18.0
76,30.0,42.31,14.449999999999998,15.55,0.0,0.0,25.000000000000004,1.0,0.0,0.0,1.0,-1.0,12.0,2.0,-0.5359999999999981,1.0,1.0,14.0,10.0,18.0
77,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-8.161100000000008,0.0,0.0,14.0,10.0,18.0
78,5.0,10.0,14.0,42.0,0.0,20.0,25.000000000000004,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,1.544,0.0,1.0,14.0,10.0,18.0
79,27.926248765787214,100.0,5.0,30.0,0.0,21.0,25.000000000000004,0.0,0.0,0.0,1.0,1.0,4.0,2.0,-0.17602999999999877,1.0,0.0,12.0,14.0,18.0
80,10.0,100.0,5.0,30.0,0.0,22.0,25.000000000000004,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
81,500.0,30.000000000000004,8.0,20.0,1.0,23.0,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,0.909,0.0,0.0,14.0,10.0,18.0
82,31.45715031990207,100.0,5.0,30.0,0.0,23.0,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-0.17602999999999877,1.0,0.0,12.0,14.0,18.0
83,500.0,30.000000000000004,8.0,20.0,1.0,24.0,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
84,500.0,30.000000000000004,8.0,20.0,1.0,24.0,25.000000000000004,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.10620000000000603,0.0,0.0,12.0,14.0,18.0
85,500.0,30.000000000000004,8.0,20.0,1.0,24.0,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.10620000000000603,0.0,0.0,14.0,0.0,18.0
86,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
87,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
88,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
89,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
90,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,12.0,14.0,18.0
91,500.0,30.000000000000004,8.0,20.0,1.0,24.999999999999996,25.000000000000004,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
92,300.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.07350000000000063,0.0,1.0,12.0,14.0,18.0
93,30.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,1.4230200000000002,0.0,2.0,14.0,10.0,18.0
94,30.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.4230200000000002,0.0,2.0,12.0,14.0,18.0
95,25.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
96,25.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,12.0,14.0,18.0
97,10.0,10.0,5.0,32.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
98,30.0,10.0,14.0,42.0,0.0,24.999999999999996,25.000000000000004,0.0,0.0,0.0,1.0,1.0,24.0,2.0,5.666100000000005,0.0,0.0,12.0,14.0,18.0
99,40.0,42.18,14.449999999999998,15.55,0.0,0.0,24.0,1.0,0.0,0.0,1.0,1.0,24.0,2.0,-4.953199999999996,1.0,1.0,12.0,14.0,18.0
100,500.0,30.000000000000004,8.0,20.0,1.0,18.0,24.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-3.469899999999997,1.0,0.0,14.0,10.0,18.0
101,10.0,100.0,5.0,30.0,0.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
102,26.755199739455822,100.0,5.0,30.0,0.0,21.0,24.0,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,-0.17602999999999877,1.0,0.0,14.0,10.0,18.0
103,20.0,42.3,14.449999999999998,15.55,0.0,22.0,24.0,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
104,500.0,30.000000000000004,8.0,20.0,1.0,22.0,24.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
105,500.0,30.000000000000004,8.0,20.0,1.0,22.0,24.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
106,500.0,30.000000000000004,8.0,20.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
107,500.0,30.000000000000004,8.0,20.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
108,500.0,30.000000000000004,8.0,20.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
