Unnamed: 0,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,ZOI_drug,ZOI_drug_NP,MDR_check,NP_Synthesis_Chem,NP_Synthesis_Green,NP_Synthesis_Bio,gram,"min_Incub_period, h",biosafety_level,MolLogP,fr_lactam,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Neisseria mucosa,d_to_Candida albicans
248,500.0,30.0,8.0,20.0,1,7.0,15.0,0,0,1,0.0,-1.0,24.0,2,0.3736999999999999,1.0,0.0,14,10,18
249,500.0,30.0,8.0,20.0,1,7.0,15.0,0,0,1,0.0,-1.0,24.0,2,-0.24029999999999685,1.0,0.0,14,10,18
250,500.0,30.0,8.0,20.0,1,7.0,15.0,0,0,1,0.0,-1.0,24.0,1,-0.24029999999999685,1.0,0.0,14,10,18
251,500.0,30.0,8.0,20.0,1,7.0,15.0,0,0,1,0.0,-1.0,8.0,2,1.2575999999999998,0.0,1.0,14,10,18
641,10.0,100.0,5.0,30.0,0,8.0,15.0,0,0,0,1.0,1.0,24.0,2,-3.327499999999995,0.0,0.0,12,14,18
770,15.0,10.0,14.0,42.0,0,10.0,15.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
293,500.0,30.0,8.0,20.0,1,11.0,15.0,0,0,1,0.0,1.0,24.0,2,-8.424200000000015,0.0,0.0,12,14,18
308,500.0,30.0,8.0,20.0,1,13.0,15.0,0,0,1,0.0,-1.0,24.0,2,-1.198999999999999,1.0,2.0,14,10,18
772,10.0,10.0,14.0,42.0,0,14.0,15.0,0,0,0,1.0,1.0,24.0,2,-3.327499999999995,0.0,0.0,12,14,18
320,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,-4.953199999999996,1.0,1.0,14,10,18
321,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,-4.953199999999996,1.0,1.0,14,10,18
322,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,1,-1.198999999999999,1.0,2.0,14,10,18
323,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,0.3736999999999999,1.0,0.0,14,10,18
324,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,1.0,24.0,2,-3.4698999999999973,1.0,0.0,12,14,18
325,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,8.0,2,-3.4698999999999973,1.0,0.0,14,10,18
326,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,48.0,2,-0.24029999999999685,1.0,0.0,14,10,18
327,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,1.0,24.0,2,-0.24029999999999685,1.0,0.0,12,14,18
328,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,-10.879699999999966,0.0,0.0,14,10,18
329,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,48.0,2,4.335420000000004,0.0,0.0,14,10,18
330,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,4.335420000000004,0.0,0.0,14,10,18
331,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,-1.0,24.0,2,4.335420000000004,0.0,0.0,14,10,18
332,500.0,30.0,8.0,20.0,1,15.0,15.0,0,0,1,0.0,1.0,24.0,2,0.10620000000000512,0.0,0.0,12,14,18
691,30.0,10.0,5.0,32.0,0,15.0,15.0,0,0,0,1.0,-1.0,48.0,2,0.4449000000000012,1.0,0.0,14,10,18
630,,100.0,5.0,30.0,0,0.0,14.0,1,0,0,1.0,-1.0,24.0,2,-0.17602999999999924,1.0,0.0,14,10,18
631,10.0,100.0,5.0,30.0,0,0.0,14.0,1,0,0,1.0,1.0,24.0,2,1.5833,0.0,1.0,12,14,18
632,10.0,100.0,5.0,30.0,0,0.0,14.0,1,0,0,1.0,-1.0,48.0,2,1.5833,0.0,1.0,14,10,18
633,30.0,100.0,5.0,30.0,0,0.0,14.0,1,0,0,1.0,1.0,24.0,2,0.10620000000000512,0.0,0.0,12,14,18
767,10.0,10.0,14.0,42.0,0,0.0,14.0,1,0,0,1.0,1.0,24.0,2,-3.4698999999999973,1.0,0.0,12,14,18
245,500.0,30.0,8.0,20.0,1,7.0,14.0,0,0,1,0.0,-1.0,24.0,2,1.785600000000004,0.0,0.0,14,10,18
246,500.0,30.0,8.0,20.0,1,7.0,14.0,0,0,1,0.0,-1.0,48.0,2,1.4230200000000002,0.0,2.0,14,10,18
686,10.0,10.0,5.0,32.0,0,7.5,14.0,0,0,0,1.0,1.0,24.0,2,0.023700000000000443,1.0,0.0,12,14,18
270,500.0,30.0,8.0,20.0,1,9.0,14.0,0,0,1,0.0,-1.0,12.0,1,1.4230200000000002,0.0,2.0,14,10,18
281,500.0,30.0,8.0,20.0,1,10.0,14.0,0,0,1,0.0,1.0,0.16,1,-0.24029999999999685,1.0,0.0,12,14,18
690,5.0,10.0,5.0,32.0,0,10.0,14.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
292,500.0,30.0,8.0,20.0,1,11.0,14.0,0,0,1,0.0,-1.0,8.0,2,-10.879699999999966,0.0,0.0,14,10,18
299,500.0,30.0,8.0,20.0,1,12.0,14.0,0,0,1,0.0,-1.0,24.0,2,-3.327499999999995,0.0,0.0,14,10,18
307,500.0,30.0,8.0,20.0,1,13.0,14.0,0,0,1,0.0,-1.0,8.0,2,0.3181000000000002,1.0,0.0,14,10,18
310,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,12.0,2,0.3181000000000002,1.0,0.0,14,10,18
311,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,1.0,0.16,1,-1.198999999999999,1.0,2.0,12,14,18
312,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,168.0,2,0.3736999999999999,1.0,0.0,14,10,18
313,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,0,18
314,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,24.0,2,-3.4698999999999973,1.0,0.0,14,10,18
315,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,24.0,2,-10.879699999999966,0.0,0.0,14,10,18
316,500.0,30.0,8.0,20.0,1,14.0,14.0,0,0,1,0.0,-1.0,12.0,1,-10.879699999999966,0.0,0.0,14,10,18
622,2.5,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
623,30.0,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,-1.0,24.0,2,0.10620000000000512,0.0,0.0,14,10,18
624,2.5,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
625,2.5,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,1.0,4.0,2,1.2575999999999998,0.0,1.0,12,14,18
626,30.0,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,1.0,24.0,2,0.10620000000000512,0.0,0.0,12,14,18
627,2.5,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,1.0,240.0,1,1.2575999999999998,0.0,1.0,0,14,18
628,2.5,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,-1.0,48.0,2,1.2575999999999998,0.0,1.0,14,10,18
629,30.0,100.0,5.0,30.0,0,0.0,13.0,1,0,0,1.0,-1.0,48.0,2,0.10620000000000512,0.0,0.0,14,10,18
685,30.0,10.0,5.0,32.0,0,0.0,13.0,1,0,0,1.0,1.0,24.0,2,0.10620000000000512,0.0,0.0,12,14,18
234,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,1.785600000000004,0.0,0.0,14,10,18
235,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,168.0,2,1.785600000000004,0.0,0.0,14,10,18
236,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
237,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,1,1.4230200000000002,0.0,2.0,14,10,18
238,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,1,0.07349999999999995,0.0,1.0,14,10,18
239,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,-3.4698999999999973,1.0,0.0,14,10,18
240,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,-3.4698999999999973,1.0,0.0,14,10,18
241,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
242,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,1,1.2575999999999998,0.0,1.0,14,10,18
243,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,12.0,1,1.2575999999999998,0.0,1.0,14,10,18
244,500.0,30.0,8.0,20.0,1,7.0,13.0,0,0,1,0.0,-1.0,24.0,2,0.10620000000000512,0.0,0.0,14,10,18
280,500.0,30.0,8.0,20.0,1,10.0,13.0,0,0,1,0.0,-1.0,24.0,2,-4.953199999999996,1.0,1.0,14,10,18
769,30.0,10.0,14.0,42.0,0,10.0,13.0,0,0,0,1.0,1.0,24.0,2,5.6661000000000055,0.0,0.0,12,14,18
291,500.0,30.0,8.0,20.0,1,11.0,13.0,0,0,1,0.0,-1.0,24.0,1,0.3181000000000002,1.0,0.0,14,10,18
298,500.0,30.0,8.0,20.0,1,12.0,13.0,0,0,1,0.0,-1.0,24.0,2,0.3736999999999999,1.0,0.0,14,10,18
301,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,24.0,2,-1.1722999999999981,0.0,0.0,14,10,18
302,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,12.0,2,0.3736999999999999,1.0,0.0,14,10,18
303,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,24.0,2,-3.4698999999999973,1.0,0.0,14,10,18
304,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,12.0,2,-10.879699999999966,0.0,0.0,14,10,18
305,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,12.0,2,4.335420000000004,0.0,0.0,14,10,18
306,500.0,30.0,8.0,20.0,1,13.0,13.0,0,0,1,0.0,-1.0,12.0,1,4.335420000000004,0.0,0.0,14,10,18
621,2.5,100.0,5.0,30.0,0,0.0,12.0,1,0,0,1.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
684,10.0,10.0,5.0,32.0,0,0.0,12.0,1,0,0,1.0,1.0,24.0,2,-3.4698999999999973,1.0,0.0,12,14,18
766,25.0,10.0,14.0,42.0,0,0.0,12.0,1,0,0,1.0,-1.0,48.0,2,0.3181000000000002,1.0,0.0,14,10,18
228,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
229,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,168.0,2,0.023700000000000443,1.0,0.0,14,10,18
230,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.3181000000000002,1.0,0.0,14,10,18
231,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.9089999999999998,0.0,0.0,14,10,18
232,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,12.0,2,-3.4698999999999973,1.0,0.0,14,10,18
233,500.0,30.0,8.0,20.0,1,7.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.10620000000000512,0.0,0.0,14,10,18
687,10.0,10.0,5.0,32.0,0,8.0,12.0,0,0,0,1.0,-1.0,48.0,2,-3.4698999999999973,1.0,0.0,14,10,18
688,5.0,10.0,5.0,32.0,0,8.0,12.0,0,0,0,1.0,-1.0,48.0,2,1.785600000000004,0.0,0.0,14,10,18
269,500.0,30.0,8.0,20.0,1,9.0,12.0,0,0,1,0.0,1.0,0.16,1,1.4230200000000002,0.0,2.0,12,14,18
643,10.0,100.0,5.0,30.0,0,9.0,12.0,0,0,0,1.0,-1.0,48.0,2,-3.327499999999995,0.0,0.0,14,10,18
279,500.0,30.0,8.0,20.0,1,10.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.07349999999999995,0.0,1.0,14,10,18
689,10.0,10.0,5.0,32.0,0,10.0,12.0,0,0,0,1.0,-1.0,48.0,2,0.023700000000000443,1.0,0.0,14,10,18
287,500.0,30.0,8.0,20.0,1,11.0,12.0,0,0,1,0.0,-1.0,24.0,2,-1.1722999999999981,0.0,0.0,14,10,18
288,500.0,30.0,8.0,20.0,1,11.0,12.0,0,0,1,0.0,-1.0,12.0,2,1.4230200000000002,0.0,2.0,14,10,18
289,500.0,30.0,8.0,20.0,1,11.0,12.0,0,0,1,0.0,-1.0,8.0,2,1.4230200000000002,0.0,2.0,14,10,18
290,500.0,30.0,8.0,20.0,1,11.0,12.0,0,0,1,0.0,-1.0,24.0,1,-10.879699999999966,0.0,0.0,14,10,18
295,500.0,30.0,8.0,20.0,1,12.0,12.0,0,0,1,0.0,-1.0,48.0,2,0.023700000000000443,1.0,0.0,14,10,18
296,500.0,30.0,8.0,20.0,1,12.0,12.0,0,0,1,0.0,-1.0,48.0,2,-1.1722999999999981,0.0,0.0,14,10,18
297,500.0,30.0,8.0,20.0,1,12.0,12.0,0,0,1,0.0,-1.0,24.0,2,0.10620000000000512,0.0,0.0,14,10,18
219,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,1.785600000000004,0.0,0.0,14,10,18
220,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,1.785600000000004,0.0,0.0,14,10,18
221,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,1.0,24.0,2,1.4230200000000002,0.0,2.0,12,14,18
222,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,0.07349999999999995,0.0,1.0,14,10,18
223,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,0.07349999999999995,0.0,1.0,14,10,18
224,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,1.0,0.16,1,-3.4698999999999973,1.0,0.0,12,14,18
225,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,1,-3.4698999999999973,1.0,0.0,14,10,18
226,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
227,500.0,30.0,8.0,20.0,1,7.0,11.0,0,0,1,0.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
712,10.0,10.0,5.0,40.0,0,9.0,11.0,0,0,0,1.0,1.0,24.0,2,-7.2914000000000065,0.0,0.0,12,14,18
732,10.0,,5.0,40.0,0,9.0,11.0,0,0,0,1.0,1.0,24.0,2,-7.2914000000000065,0.0,0.0,12,14,18
713,10.0,10.0,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,0.9089999999999998,0.0,0.0,0,14,18
714,10.0,10.0,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,-7.2914000000000065,0.0,0.0,0,14,18
733,10.0,,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,0.9089999999999998,0.0,0.0,0,14,18
734,10.0,,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,-7.2914000000000065,0.0,0.0,0,14,18
284,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,-1.0,8.0,2,0.023700000000000443,1.0,0.0,14,10,18
285,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,-1.0,24.0,2,-1.198999999999999,1.0,2.0,14,10,18
286,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,1.0,24.0,2,-1.1722999999999981,0.0,0.0,12,14,18
683,30.0,10.0,5.0,32.0,0,0.0,10.0,1,0,0,1.0,-1.0,48.0,2,0.10620000000000512,0.0,0.0,14,10,18
765,15.0,10.0,14.0,42.0,0,0.0,10.0,1,0,0,1.0,-1.0,48.0,2,1.785600000000004,0.0,0.0,14,10,18
210,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
211,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,1,0.023700000000000443,1.0,0.0,14,10,18
212,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,0.023700000000000443,1.0,0.0,12,14,18
213,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
214,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,-7.2914000000000065,0.0,0.0,14,10,18
215,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,168.0,2,-7.2914000000000065,0.0,0.0,14,10,18
216,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
217,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,168.0,2,-8.161100000000008,0.0,0.0,14,10,18
218,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,1.2575999999999998,0.0,1.0,12,14,18
768,10.0,10.0,14.0,42.0,0,7.0,10.0,0,0,0,1.0,1.0,24.0,2,-3.327499999999995,0.0,0.0,12,14,18
263,500.0,30.0,8.0,20.0,1,8.0,10.0,0,0,1,0.0,-1.0,168.0,2,1.4230200000000002,0.0,2.0,14,10,18
710,10.0,10.0,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
711,10.0,10.0,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
730,10.0,,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
731,10.0,,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
272,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,1.0,0.16,1,0.023700000000000443,1.0,0.0,12,14,18
273,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
274,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.3181000000000002,1.0,0.0,14,10,18
275,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.9089999999999998,0.0,0.0,14,10,18
276,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,-1.1722999999999981,0.0,0.0,14,10,18
277,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,48.0,2,-3.4698999999999973,1.0,0.0,14,10,18
278,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,-10.879699999999966,0.0,0.0,14,10,18
681,300.0,10.0,5.0,32.0,0,0.0,9.0,1,0,0,1.0,-1.0,48.0,2,0.3895000000000004,0.0,0.0,14,10,18
682,300.0,10.0,5.0,32.0,0,0.0,9.0,1,0,0,1.0,1.0,24.0,2,0.3895000000000004,0.0,0.0,12,14,18
